a,b,zip_code,d,name,f,canton,h,I,j,k,l,m
4485,30,8065,0,Zürich,Zürich,ZH,1,,0,4485,66,19900101
4488,40,8088,0,Zürich,Zürich,ZH,1,,0,4425,261,19900101
4489,40,8090,0,Zürich,Zürich,ZH,1,,0,4393,261,20080401
4490,40,8091,0,Zürich,Zürich,ZH,1,,0,4393,261,20080401
4491,40,8092,0,Zürich,Zürich ETH-Zentrum,ZH,1,,0,4393,261,19900101
4492,30,8093,0,Zürich,Zürich ETH-Hönggerberg,ZH,1,,0,4492,261,20090301
4493,30,8099,0,Zürich,Zürich Sonderdienste,ZH,1,,0,4493,261,19900101
4494,10,8102,0,Oberengstringen,Oberengstringen,ZH,1,,1,7267,245,19960919
4495,10,8103,0,Unterengstringen,Unterengstringen,ZH,1,,1,7267,249,19870201
4496,10,8104,0,Weiningen ZH,Weiningen ZH,ZH,1,,1,7267,251,19880301
4497,20,8105,0,Regensdorf,Regensdorf,ZH,1,,1,7255,96,19871001
4498,30,8105,1,Regensdorf 1,Regensdorf 1,ZH,1,,0,4498,96,19960610
4499,10,8105,2,Watt,Watt,ZH,1,,1,7255,96,19960610
4501,10,8107,0,Buchs ZH,Buchs ZH,ZH,1,,1,8324,83,19880301
4502,10,8108,0,Dällikon,Dällikon,ZH,1,,1,8324,84,19860521
4503,10,8112,0,Otelfingen,Otelfingen,ZH,1,,1,8324,94,19960802
4504,20,8113,0,Boppelsen,Boppelsen,ZH,1,,1,8324,82,20090401
4505,10,8114,0,Dänikon ZH,Dänikon ZH,ZH,1,,1,8324,85,20050801
4506,20,8115,0,Hüttikon,Hüttikon,ZH,1,,1,8324,87,20020101
4507,10,5436,0,Würenlos,Würenlos,AG,1,,1,7196,4048,19960802
4508,10,8117,0,Fällanden,Fällanden,ZH,1,,1,7232,193,19860521
4509,20,8121,0,Benglen,Benglen,ZH,1,,1,4510,193,20110101
4510,10,8122,0,Binz,Binz,ZH,1,,1,4510,195,19901227
4511,10,8123,0,Ebmatingen,Ebmatingen,ZH,1,,1,4511,195,19860521
4512,10,8124,0,Maur,Maur,ZH,1,,1,4511,195,19910618
4513,10,8125,0,Zollikerberg,Zollikerberg,ZH,1,,1,4443,161,19860521
4514,10,8126,0,Zumikon,Zumikon,ZH,1,,1,7287,160,19860521
4515,10,8127,0,Forch,Forch,ZH,1,,1,7287,195,19960805
4516,20,8132,2,Hinteregg,Hinteregg,ZH,1,,1,7697,192,19980818
4517,10,8132,0,Egg b. Zürich,Egg b. Zürich,ZH,1,,1,7697,192,19901001
4518,10,8133,0,Esslingen,Esslingen,ZH,1,,1,7697,192,20050301
4519,20,8134,0,Adliswil,Adliswil,ZH,1,,1,7221,131,19871001
4520,30,8134,1,Adliswil 1,Adliswil 1,ZH,1,,0,4520,131,19930909
4521,30,8134,2,Adliswil 2,Adliswil 2,ZH,1,,0,4521,131,19911101
4522,10,8135,0,Langnau am Albis,Langnau am Albis,ZH,1,,1,7221,136,19980305
4523,10,8136,0,Gattikon,Gattikon,ZH,1,,1,7221,141,19860521
4524,20,8143,2,Uetliberg,Uetliberg,ZH,1,,1,4526,13,19950622
4525,10,8142,0,Uitikon Waldegg,Uitikon Waldegg,ZH,1,,1,7226,248,19860521
4526,10,8143,0,Stallikon,Stallikon,ZH,1,,1,4526,13,19880901
4527,10,8152,0,Glattbrugg,Glattbrugg,ZH,1,,1,6381,66,19860521
4528,10,8152,1,Opfikon,Opfikon,ZH,1,,1,6381,66,19930219
4529,10,8153,0,Rümlang,Rümlang,ZH,1,,1,6381,97,19960805
4530,10,8154,0,Oberglatt ZH,Oberglatt ZH,ZH,1,,1,7228,92,19860521
4531,10,8155,0,Niederhasli,Niederhasli,ZH,1,,1,8116,90,19960805
4532,10,8156,0,Oberhasli,Oberhasli,ZH,1,,1,8116,90,20100401
4533,10,8157,0,Dielsdorf,Dielsdorf,ZH,1,,1,7229,86,19860521
4534,20,8158,0,Regensberg,Regensberg,ZH,1,,1,7229,95,20040601
4535,10,8162,0,Steinmaur,Steinmaur,ZH,1,,1,4539,101,19880401
4536,20,8164,0,Bachs,Bachs,ZH,1,,1,4539,81,20050201
4539,10,8165,0,Schöfflisdorf,Schöfflisdorf,ZH,1,,1,4539,99,19930607
4540,10,8166,0,Niederweningen,Niederweningen,ZH,1,,1,4539,91,20100601
4542,10,8172,0,Niederglatt ZH,Niederglatt ZH,ZH,1,,1,7228,89,19860521
4543,10,8173,0,Neerach,Neerach,ZH,1,,1,4543,88,20100601
4544,10,8174,0,Stadel,Stadel b. Niederglatt,ZH,1,,0,4544,100,19860521
4545,20,8175,0,Windlach,Windlach,ZH,1,,0,4544,100,20001101
4546,10,8180,0,Bülach,Bülach,ZH,1,,1,7228,53,19860521
4548,10,8181,0,Höri,Höri,ZH,1,,1,7228,60,20080701
4549,10,8182,0,Hochfelden,Hochfelden,ZH,1,,1,7228,59,20080701
4550,10,8184,0,Bachenbülach,Bachenbülach,ZH,1,,1,7228,51,19880301
4551,10,8185,0,Winkel,Winkel,ZH,1,,1,7228,72,19950303
4552,10,8192,0,Glattfelden,Glattfelden,ZH,1,,1,4552,58,19960802
4554,10,8193,0,Eglisau,Eglisau,ZH,1,,1,4557,55,19860521
4555,10,8194,0,Hüntwangen,Hüntwangen,ZH,1,,0,4557,61,19860521
4556,20,8195,0,Wasterkingen,Wasterkingen,ZH,1,,0,4557,70,20080501
4557,10,8196,0,Wil ZH,Wil ZH,ZH,1,,0,4557,71,19860521
4558,10,8197,0,Rafz,Rafz,ZH,1,,1,4557,67,19860521
4559,20,8200,0,Schaffhausen,Schaffhausen,SH,1,,1,4562,2939,19960306
4560,80,8200,1,Schaffhausen 1,Schaffhausen 1,SH,1,,0,4562,2939,20110301
4562,80,8200,60,Schaffh 1 Zust,Schaffhausen 1 Zust,SH,1,,0,4562,2939,19990301
4565,30,8201,0,Schaffhausen,Schaffhausen,SH,1,,0,4565,2939,19960306
4566,80,8202,0,Schaffhausen,Schaffhausen,SH,1,,0,4562,2939,20060401
4567,10,8203,0,Schaffhausen,Schaffhausen,SH,1,,1,4562,2939,19960306
4568,30,8204,0,Schaffhausen,Schaffhausen,SH,1,,0,4568,2939,19960306
4569,80,8205,0,Schaffhausen,Schaffhausen,SH,1,,0,4562,2939,20050801
4571,10,8207,0,Schaffhausen,Schaffhausen,SH,1,,1,4562,2939,19960306
4572,20,8208,0,Schaffhausen,Schaffhausen,SH,1,,1,4562,2939,20090101
4574,10,8219,0,Trasadingen,Trasadingen,SH,1,,0,4590,2973,19960306
4575,20,8228,0,Beggingen,Beggingen,SH,1,,1,4599,2951,20030801
4576,20,8231,0,Hemmental,Hemmental,SH,1,,1,4562,2939,20121101
4577,20,8234,0,Stetten SH,Stetten SH,SH,1,,1,4562,2919,20121101
4578,10,8235,0,Lohn SH,Lohn SH,SH,1,,1,8180,2917,20090501
4579,20,8236,2,Opfertshofen SH,Opfertshofen SH,SH,1,,1,8180,2920,20090501
4580,20,8236,0,Büttenhardt,Büttenhardt,SH,1,,1,8180,2914,20090501
4581,20,8242,0,Bibern SH,Bibern SH,SH,1,,0,8180,2920,20100301
4582,20,8242,1,Hofen SH,Hofen SH,SH,1,,0,8180,2920,20020501
4583,20,8243,0,Altdorf SH,Altdorf SH,SH,1,,0,8180,2920,20020501
4584,10,8239,0,Dörflingen,Dörflingen,SH,1,,1,8180,2915,20121001
4585,20,8212,0,Neuhausen,Neuhausen am Rheinfall,SH,1,,1,4562,2937,19960306
4586,30,8212,1,Neuhausen 1,Neuhausen am Rheinfall 1,SH,1,,0,4586,2937,19960306
4588,10,8213,0,Neunkirch,Neunkirch,SH,1,,1,4588,2904,20090201
4589,10,8214,0,Gächlingen,Gächlingen,SH,1,,1,4588,2901,20090201
4590,10,8215,0,Hallau,Hallau,SH,1,,1,4590,2971,19970106
4591,20,8216,0,Oberhallau,Oberhallau,SH,1,,1,4590,2972,20020701
4592,10,8217,0,Wilchingen,Wilchingen,SH,1,,0,4590,2974,19960306
4594,20,8218,0,Osterfingen,Osterfingen,SH,1,,0,4590,2974,20030101
4595,10,8222,0,Beringen,Beringen,SH,1,,1,4595,2932,19960306
4596,20,8223,0,Guntmadingen,Guntmadingen,SH,1,,1,4595,2932,20050401
4597,10,8224,0,Löhningen,Löhningen,SH,1,,1,4595,2903,20121001
4598,10,8225,0,Siblingen,Siblingen,SH,1,,1,4588,2953,20080501
4599,10,8226,0,Schleitheim,Schleitheim,SH,1,,1,4599,2952,19960306
4600,10,8232,0,Merishausen,Merishausen,SH,1,,1,4562,2936,20080601
4601,20,8233,0,Bargen SH,Bargen SH,SH,1,,1,4562,2931,20110501
4602,10,8240,0,Thayngen,Thayngen,SH,1,,1,8180,2920,19980615
4603,20,8241,0,Barzheim,Barzheim,SH,1,,1,8180,2920,20020701
4604,10,8245,0,Feuerthalen,Feuerthalen,ZH,1,,1,4562,27,19960306
4605,20,8246,0,Langwiesen,Langwiesen,ZH,1,,1,4562,27,20080501
4606,20,8247,0,Flurlingen,Flurlingen,ZH,1,,1,4562,29,20120801
4609,10,8252,0,Schlatt TG,Schlatt TG,TG,1,,1,8003,4546,20120101
4610,10,8254,0,Basadingen,Basadingen,TG,1,,1,8003,4536,20030701
4611,20,8259,0,Kaltenbach,Kaltenbach,TG,1,,1,7698,4871,20080801
4614,10,8253,0,Diessenhofen,Diessenhofen,TG,1,,1,8003,4545,19960306
4615,20,8255,0,Schlattingen,Schlattingen,TG,1,,1,8003,4536,20040601
4617,20,8259,2,Etzwilen,Etzwilen,TG,1,,1,7698,4871,20080601
4618,20,8260,0,Stein am Rhein,Stein am Rhein,SH,1,,1,7698,2964,19960920
4619,20,8259,4,Wagenhausen,Wagenhausen,TG,1,,1,7698,4871,20080601
4620,20,8261,0,Hemishofen,Hemishofen,SH,1,,1,7698,2962,20030101
4621,10,8262,0,Ramsen,Ramsen,SH,1,,1,7698,2963,20080601
4622,20,8263,0,Buch SH,Buch SH,SH,1,,1,7698,2961,20080601
4623,10,8264,0,Eschenz,Eschenz,TG,1,,1,7698,4806,19960805
4624,20,8265,0,Mammern,Mammern,TG,1,,0,7698,4826,20121201
4625,10,8266,0,Steckborn,Steckborn,TG,1,,1,4625,4864,19970411
4626,10,8267,0,Berlingen,Berlingen,TG,1,,1,4625,4801,20080601
4627,20,8268,0,Mannenbach-Salenst,Mannenbach-Salenstein,TG,1,,1,4628,4851,20110301
4628,10,8272,0,Ermatingen,Ermatingen,TG,1,,1,4628,4646,19960306
4629,20,8273,0,Triboltingen,Triboltingen,TG,1,,1,4628,4646,20030101
4631,10,8274,0,Tägerwilen,Tägerwilen,TG,1,,1,4631,4696,19960306
4632,20,8280,0,Kreuzlingen,Kreuzlingen,TG,1,,1,7241,4671,19960306
4633,30,8280,1,Kreuzlingen 1,Kreuzlingen 1,TG,1,,0,4633,4671,19960306
4634,30,8280,2,Kreuzlingen 2,Kreuzlingen 2,TG,1,,0,4634,4671,19960306
4635,30,8280,3,Kreuzlingen 3,Kreuzlingen 3,TG,1,,0,4635,4671,19960306
4638,30,8301,0,Glattzentrum,Glattzentrum b. Wallisellen,ZH,1,,0,4638,69,20061001
4639,10,8302,0,Kloten,Kloten,ZH,1,,1,7338,62,19960805
4640,10,8303,0,Bassersdorf,Bassersdorf,ZH,1,,1,7280,52,19860521
4641,10,8304,0,Wallisellen,Wallisellen,ZH,1,,1,7280,69,19860521
4642,10,8305,0,Dietlikon,Dietlikon,ZH,1,,1,7280,54,19860521
4643,10,8306,0,Brüttisellen,Brüttisellen,ZH,1,,1,7280,200,19860521
4644,10,8307,0,Effretikon,Effretikon,ZH,1,,1,7233,174,19960805
4645,10,8315,0,Lindau,Lindau,ZH,1,,1,7233,176,20040701
4646,10,8308,0,Illnau,Illnau,ZH,1,,1,7233,174,19960827
4647,20,8308,2,Agasul,Agasul,ZH,1,,1,7233,174,19980820
4648,10,8309,0,Nürensdorf,Nürensdorf,ZH,1,,1,7280,64,19960805
4649,20,8310,0,Kemptthal,Kemptthal,ZH,1,,1,7233,176,20020701
4651,20,8312,0,Winterberg ZH,Winterberg ZH,ZH,1,,1,7233,176,20040701
4652,20,8311,0,Brütten,Brütten,ZH,1,,1,7280,213,20121101
4653,20,8307,2,Ottikon b.Kemptth.,Ottikon b. Kemptthal,ZH,1,,1,7233,174,20051101
4654,20,8314,0,Kyburg,Kyburg,ZH,1,,1,7233,175,20050801
4655,40,8130,0,Zumikon Y. Rocher,Zumikon Yves Rocher SA,ZH,1,,0,4425,160,19960925
4656,10,8320,0,Fehraltorf,Fehraltorf,ZH,1,,1,4656,172,19960802
4657,20,8489,0,Wildberg,Wildberg,ZH,1,,1,8325,182,20021201
4658,20,8322,0,Madetswil,Madetswil,ZH,1,,1,4661,178,20020101
4659,10,8330,0,Pfäffikon ZH,Pfäffikon ZH,ZH,1,,1,7253,177,19960806
4660,20,8331,0,Auslikon,Auslikon,ZH,1,,1,7253,177,19960806
4661,10,8332,0,Russikon,Russikon,ZH,1,,1,4661,178,19960802
4662,10,8335,0,Hittnau,Hittnau,ZH,1,,1,4662,173,19961218
4665,10,8340,0,Hinwil,Hinwil,ZH,1,,1,7336,117,19960806
4666,20,8342,0,Wernetshausen,Wernetshausen,ZH,1,,1,7336,117,20011201
4667,10,8344,0,Bäretswil,Bäretswil,ZH,1,,1,4667,111,19960806
4668,20,8345,0,Adetswil,Adetswil,ZH,1,,1,4667,111,20021001
4669,10,8352,0,Elsau,Elsau,ZH,1,,1,4669,219,19970411
4670,10,8353,0,Elgg,Elgg,ZH,1,,1,4672,217,19961216
4671,20,8354,0,Hofstetten ZH,Hofstetten ZH,ZH,1,,1,4672,222,20031001
4672,10,8355,0,Aadorf,Aadorf,TG,1,,1,4672,4551,19970411
4673,20,8356,0,Ettenhausen TG,Ettenhausen TG,TG,1,,1,4672,4551,20110301
4674,20,8357,0,Guntershausen,Guntershausen b. Aadorf,TG,1,,1,4672,4551,20110301
4676,10,8360,0,Eschlikon TG,Eschlikon TG,TG,1,,1,4676,4724,19970411
4678,20,8362,0,Balterswil,Balterswil,TG,1,,1,4676,4721,20070601
4679,20,8363,0,Bichelsee,Bichelsee,TG,1,,1,4676,4721,20060101
4680,10,8370,0,Sirnach,Sirnach,TG,1,,1,5406,4761,19970411
4683,20,8372,0,Wiezikon b.Sirnach,Wiezikon b. Sirnach,TG,1,,1,5406,4761,20090401
4684,20,8374,2,Oberwangen TG,Oberwangen TG,TG,1,,1,5406,4726,20080601
4685,10,8374,0,Dussnang,Dussnang,TG,1,,1,5406,4726,20080601
4686,20,8376,0,Fischingen,Fischingen,TG,1,,1,5406,4726,20040101
4687,20,8376,2,Au TG,Au TG,TG,1,,1,5406,4726,20040101
4690,20,8400,0,Winterthur,Winterthur,ZH,1,,1,4695,230,19871001
4691,80,8400,68,Winterthur 1 Ann.,Winterthur 1 Annahme,ZH,1,,0,4695,230,20110301
4695,80,8400,60,Winterthur 1 Zust,Winterthur 1 Zustellung,ZH,1,,0,4695,230,19980305
4698,80,8400,75,Winterthur Kaserne,Winterthur Kaserne,ZH,1,,0,4695,230,20030201
4701,30,8401,0,Winterthur,Winterthur,ZH,1,,0,4701,230,19980305
4704,30,8402,0,Winterthur,Winterthur,ZH,1,,0,4704,230,19860521
4706,10,8404,0,Winterthur,Winterthur,ZH,1,,1,4695,230,19871001
4708,10,8405,0,Winterthur,Winterthur,ZH,1,,1,7289,230,19871001
4710,10,8406,0,Winterthur,Winterthur,ZH,1,,1,7290,230,19871001
4712,10,8408,0,Winterthur,Winterthur,ZH,1,,1,7292,230,19871001
4713,20,8409,0,Winterthur,Winterthur,ZH,1,,1,4695,230,20050901
4714,80,8410,0,Winterthur,Winterthur,ZH,1,,0,4714,230,20050701
4715,30,8411,0,Winterthur,Winterthur,ZH,1,,0,4715,230,20121001
4716,20,8412,0,Aesch (Neftenbach),Aesch (Neftenbach),ZH,1,,1,4717,223,20011201
4717,10,8413,0,Neftenbach,Neftenbach,ZH,1,,1,4717,223,19881001
4718,20,8414,0,Buch am Irchel,Buch am Irchel,ZH,1,,1,4721,24,20090501
4719,20,8415,0,Berg am Irchel,Berg am Irchel,ZH,1,,1,4721,23,20080701
4720,20,8415,1,Gräslikon,Gräslikon,ZH,1,,1,4721,23,20080701
4721,10,8416,0,Flaach,Flaach,ZH,1,,1,4721,28,20080701
4722,20,8418,0,Schlatt,Schlatt b. Winterthur,ZH,1,,1,4669,226,20090401
4723,10,8422,0,Pfungen,Pfungen,ZH,1,,1,4717,224,19960806
4724,20,8421,0,Dättlikon,Dättlikon,ZH,1,,1,4717,215,20030101
4725,30,8423,0,Embrach-Embraport,Embrach-Embraport,ZH,1,,0,4725,56,20050301
4726,10,8424,0,Embrach,Embrach,ZH,1,,1,7234,56,19860521
4728,10,8425,0,Oberembrach,Oberembrach,ZH,1,,1,7234,65,20070701
4729,10,8426,0,Lufingen,Lufingen,ZH,1,,1,7234,63,20090501
4730,30,8427,0,Rorbas-Freienstein,Rorbas-Freienstein,ZH,1,,0,4730,68,20050301
4731,20,8428,0,Teufen ZH,Teufen ZH,ZH,1,,1,4730,57,20060801
4732,20,8192,1,Zweidlen,Zweidlen,ZH,1,,1,4552,58,20090301
4734,10,8187,0,Weiach,Weiach,ZH,1,,0,4544,102,19950403
4735,10,5466,0,Kaiserstuhl AG,Kaiserstuhl AG,AG,1,,0,4735,4308,19990406
4736,20,5467,0,Fisibach,Fisibach,AG,1,,0,4735,4306,19990406
4737,10,5332,0,Rekingen AG,Rekingen AG,AG,1,,0,4739,4315,19950403
4739,10,5330,0,Bad Zurzach,Bad Zurzach,AG,1,,1,4739,4323,19950403
4740,20,5323,0,Rietheim,Rietheim,AG,1,,1,4739,4316,19990922
4742,20,5464,0,Rümikon AG,Rümikon AG,AG,1,,0,4735,4317,19990415
4743,20,5465,0,Mellikon,Mellikon,AG,1,,0,4735,4314,20020701
4744,20,5463,0,Wislikofen,Wislikofen,AG,1,,0,4735,4322,20030717
4745,10,5462,0,Siglistorf,Siglistorf,AG,1,,0,4735,4319,20080601
4746,20,5333,0,Baldingen,Baldingen,AG,1,,0,4739,4301,20030501
4747,20,5334,0,Böbikon,Böbikon,AG,1,,0,4739,4302,20030501
4749,10,8442,0,Hettlingen,Hettlingen,ZH,1,,1,4749,221,19960315
4750,10,8444,0,Henggart,Henggart,ZH,1,,1,4749,31,20090501
4751,10,8447,0,Dachsen,Dachsen,ZH,1,,1,4562,25,20090201
4752,10,8248,0,Uhwiesen,Uhwiesen,ZH,1,,1,4562,34,20121001
4753,10,8450,0,Andelfingen,Andelfingen,ZH,1,,1,8245,30,19880601
4754,20,8453,0,Alten,Alten,ZH,1,,1,8245,33,20040101
4755,20,8451,0,Kleinandelfingen,Kleinandelfingen,ZH,1,,1,8245,33,20030501
4756,20,8452,0,Adlikon,Adlikon b. Andelfingen,ZH,1,,1,8245,21,20011201
4758,20,8457,0,Humlikon,Humlikon,ZH,1,,1,4749,32,20090501
4759,20,8458,0,Dorf,Dorf,ZH,1,,1,8245,26,20050801
4760,20,8459,0,Volken,Volken,ZH,1,,1,4721,43,20080701
4761,10,8454,0,Buchberg,Buchberg,SH,1,,1,4557,2933,20090501
4762,20,8455,0,Rüdlingen,Rüdlingen,SH,1,,1,4557,2938,20080701
4763,10,8460,0,Marthalen,Marthalen,ZH,1,,1,4763,35,19880601
4764,20,8464,0,Ellikon am Rhein,Ellikon am Rhein,ZH,1,,1,4763,35,20020101
4767,20,8461,0,Oerlingen,Oerlingen,ZH,1,,1,4763,33,20061101
4768,20,8465,0,Rudolfingen,Rudolfingen,ZH,1,,1,4763,40,20020101
4769,10,8466,0,Trüllikon,Trüllikon,ZH,1,,0,4763,40,19880529
4770,10,8462,0,Rheinau,Rheinau,ZH,1,,1,4763,38,19880401
4771,10,8463,0,Benken ZH,Benken ZH,ZH,1,,1,4763,22,20090501
4772,10,8472,0,Seuzach,Seuzach,ZH,1,,1,8113,227,19970411
4773,20,8404,2,Reutlingen,Reutlingen (Winterthur),ZH,1,,1,4695,230,19931123
4774,10,8474,0,Dinhard,Dinhard,ZH,1,,1,8113,216,20040401
4775,10,8475,0,Ossingen,Ossingen,ZH,1,,1,8245,37,20050801
4776,20,8476,0,Unterstammheim,Unterstammheim,ZH,1,,0,7698,42,20020101
4777,10,8477,0,Oberstammheim,Oberstammheim,ZH,1,,0,7698,36,19960306
4779,20,8471,0,Rutschwil,Rutschwil (Dägerlen),ZH,1,,1,4749,214,20030201
4780,20,8478,0,Thalheim,Thalheim an der Thur,ZH,1,,1,8245,39,20121101
4781,10,8479,0,Altikon,Altikon,ZH,1,,1,8245,211,20050801
4782,20,8467,0,Truttikon,Truttikon,ZH,1,,1,8245,41,20050801
4783,20,8468,2,Guntalingen,Guntalingen,ZH,1,,0,8003,44,20121101
4784,20,8468,0,Waltalingen,Waltalingen,ZH,1,,0,8003,44,20090601
4785,20,8482,0,Sennhof,Sennhof (Winterthur),ZH,1,,1,7289,230,20030301
4786,10,8483,0,Kollbrunn,Kollbrunn,ZH,1,,1,4790,231,19970411
4787,10,8484,0,Weisslingen,Weisslingen,ZH,1,,1,4787,180,19910123
4788,20,8484,2,Neschwil,Neschwil,ZH,1,,1,4787,180,19991021
4789,20,8484,3,Theilingen,Theilingen,ZH,1,,1,4787,180,19991021
4790,10,8486,0,Rikon im Tösstal,Rikon im Tösstal,ZH,1,,1,4790,231,20090501
4791,20,8487,1,Rämismühle,Rämismühle,ZH,1,,1,4790,231,20080801
4792,20,8487,0,Zell ZH,Zell ZH,ZH,1,,1,4790,231,20080801
4793,10,8488,0,Turbenthal,Turbenthal,ZH,1,,1,8325,228,19970411
4794,10,8492,0,Wila,Wila,ZH,1,,1,8325,181,19970411
4795,10,8493,0,Saland,Saland,ZH,1,,1,8308,171,20030401
4796,10,8494,0,Bauma,Bauma,ZH,1,,1,8308,171,19970411
4797,20,8496,0,Steg im Tösstal,Steg im Tösstal,ZH,1,,1,7278,114,20080501
4798,20,8497,0,Fischenthal,Fischenthal,ZH,1,,1,7278,114,20080501
4799,10,8498,0,Gibswil,Gibswil,ZH,1,,1,7278,114,20080501
4801,20,8495,0,Schmidrüti,Schmidrüti,ZH,1,,1,8325,228,20080101
4802,20,8499,0,Sternenberg,Sternenberg,ZH,1,,1,8308,179,20021101
4805,20,8500,0,Frauenfeld,Frauenfeld,TG,1,,1,4808,4566,19970411
4806,80,8500,1,Frauenfeld 1,Frauenfeld 1,TG,1,,0,4808,4566,20080101
4807,20,8500,4,Gerlikon,Gerlikon,TG,1,,1,4808,4566,20020101
4808,80,8500,60,Frauenfeld 1 Zust,Frauenfeld 1 Zustellung,TG,1,,0,4808,4566,19990409
4811,30,8501,0,Frauenfeld,Frauenfeld,TG,1,,0,4811,4566,19960806
4812,30,8502,0,Frauenfeld,Frauenfeld,TG,1,,0,4812,4566,19960806
4813,30,8503,0,Frauenfeld,Frauenfeld,TG,1,,0,4813,4566,19971023
4814,10,8505,0,Pfyn,Pfyn,TG,1,,1,4808,4841,19980216
4816,20,8506,0,Lanzenneunforn,Lanzenneunforn,TG,1,,0,4625,4811,20100501
4818,10,8507,0,Hörhausen,Hörhausen,TG,1,,0,4625,4816,20100801
4820,20,8508,0,Homburg,Homburg,TG,1,,0,4625,4816,20100801
4821,10,8512,0,Thundorf,Thundorf,TG,1,,0,4808,4611,19960306
4823,20,8512,2,Lustdorf,Lustdorf,TG,1,,0,4808,4611,19960306
4826,10,8514,0,Amlikon-Bissegg,Amlikon-Bissegg,TG,1,,1,7282,4881,20090501
4828,20,8522,0,Häuslenen,Häuslenen,TG,1,,1,4672,4551,20090501
4829,10,8523,0,Hagenbuch ZH,Hagenbuch ZH,ZH,1,,1,4672,220,20090501
4830,10,8524,0,Uesslingen,Uesslingen,TG,1,,1,4808,4616,20050801
4832,20,8525,0,Niederneunforn,Niederneunforn,TG,1,,0,8245,4601,20000401
4833,10,8526,0,Oberneunforn,Oberneunforn,TG,1,,0,8245,4601,19960712
4834,10,8532,0,Warth,Warth,TG,1,,1,4808,4621,20020401
4835,20,8524,2,Buch b. Frauenfeld,Buch b. Frauenfeld,TG,1,,1,4808,4616,20050801
4836,20,8532,2,Weiningen TG,Weiningen TG,TG,1,,1,4808,4621,20020701
4837,10,8535,0,Herdern,Herdern,TG,1,,1,4625,4811,20120901
4838,10,8536,0,Hüttwilen,Hüttwilen,TG,1,,1,4808,4821,20050801
4840,20,8537,0,Nussbaumen TG,Nussbaumen TG,TG,1,,1,4808,4821,20050801
4841,10,8542,0,Wiesendangen,Wiesendangen,ZH,1,,1,4841,229,19860521
4842,20,8404,3,Stadel(Winterthur),Stadel (Winterthur),ZH,1,,1,4695,230,19940314
4844,20,8545,0,Rickenbach ZH,Rickenbach ZH,ZH,1,,1,4841,225,20090201
4845,20,8544,0,Attikon,Attikon,ZH,1,,1,4841,229,20080501
4847,10,8546,0,Islikon,Islikon,TG,1,,1,4808,4571,19980423
4848,20,8547,0,Gachnang,Gachnang,TG,1,,1,4808,4571,20020501
4849,20,8548,0,Ellikon a d Thur,Ellikon an der Thur,ZH,1,,1,4808,218,20070401
4850,10,8552,0,Felben-Wellhausen,Felben-Wellhausen,TG,1,,1,4808,4561,20020101
4853,80,8553,0,Hüttlingen-Mettdf,Hüttlingen-Mettendorf,TG,1,,0,4808,4590,20090401
4855,20,8554,0,Müllheim-Wigoltgn,Müllheim-Wigoltingen,TG,1,,1,4857,4951,20080601
4856,20,8554,3,Bonau,Bonau,TG,1,,1,4857,4951,20080601
4857,10,8555,0,Müllheim Dorf,Müllheim Dorf,TG,1,,1,4857,4831,19960306
4859,10,8556,0,Wigoltingen,Wigoltingen,TG,1,,1,4857,4951,20080601
4860,20,8564,5,Lipperswil,Lipperswil,TG,1,,0,7442,4701,19980831
4862,20,8558,0,Raperswilen,Raperswilen,TG,1,,0,7442,4846,20021201
4863,20,8269,0,Fruthwilen,Fruthwilen,TG,1,,1,4628,4851,20030101
4864,10,8560,0,Märstetten,Märstetten,TG,1,,1,7282,4941,20090501
4869,20,8561,0,Ottoberg,Ottoberg,TG,1,,1,7282,4941,20021101
4870,20,8565,0,Hugelshofen,Hugelshofen,TG,1,,1,7241,4666,20090501
4871,20,8566,2,Dotnacht,Dotnacht,TG,1,,1,7241,4666,20090501
4872,20,8566,0,Neuwilen,Neuwilen,TG,1,,1,7241,4666,20090501
4873,20,8564,2,Engwilen,Engwilen,TG,1,,0,7442,4701,19980817
4874,20,8564,4,Wäldi,Wäldi,TG,1,,0,7442,4701,20040601
4876,10,8570,0,Weinfelden,Weinfelden,TG,1,,1,7282,4946,19960610
4881,10,8572,0,Berg TG,Berg TG,TG,1,,1,4881,4891,19970728
4884,10,8573,0,Siegershausen,Siegershausen,TG,1,,1,7241,4666,20090501
4885,30,8574,0,Lengwil-Oberhofen,Lengwil-Oberhofen,TG,1,,0,4885,4683,20121201
4886,20,8574,1,Illighausen,Illighausen,TG,1,,1,7241,4683,20090501
4888,10,8575,0,Bürglen TG,Bürglen TG,TG,1,,1,4888,4911,19960306
4889,20,8576,0,Mauren TG,Mauren TG,TG,1,,1,4881,4891,20030701
4890,10,8577,0,Schönholzerswilen,Schönholzerswilen,TG,1,,1,4888,4756,20090501
4891,20,9217,0,Neukirch,Neukirch an der Thur,TG,1,,1,4902,4501,20060701
4893,10,8580,0,Amriswil,Amriswil,TG,1,,1,7223,4461,19960806
4894,20,8580,3,Sommeri,Sommeri,TG,1,,1,7223,4446,20020201
4895,20,8582,0,Dozwil,Dozwil,TG,1,,1,7223,4406,20080101
4896,20,8580,5,Hagenwil,Hagenwil b. Amriswil,TG,1,,1,7223,4461,20080801
4898,20,8581,0,Schocherswil,Schocherswil,TG,1,,1,7223,4461,20020201
